step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3876,TRANSFER,1068.04,C974378431,68800.98,67732.94,M873387289,26451.8,27519.85,0,0
3877,PAYMENT,1496.57,C623735092,22024.89,20528.32,M808989317,45567.2,47063.77,0,0
3878,CASH_IN,4358.41,C357201260,94142.19,89783.78,M836599771,29472.77,33831.18,0,0
3879,CASH_IN,561.35,C993800152,516.21,0.0,M686242533,44866.59,45427.94,0,0
3880,TRANSFER,1187.08,C787303598,37106.08,35919.0,M295253100,47116.73,48303.81,0,0
3881,DEBIT,96.85,C915536038,72068.66,71971.8,M132739174,14173.29,14270.14,0,0
3882,TRANSFER,591.46,C463746711,29216.29,28624.83,M571539769,52200.01,52791.46,0,0
3883,CASH_OUT,2333.91,C641731636,40860.73,38526.82,M323578137,99531.89,101865.8,0,0
3884,TRANSFER,421.57,C209860327,72612.36,72190.79,M395419678,70620.46,71042.03,0,0
3885,TRANSFER,262.08,C912009913,533.32,271.24,M111348366,55692.23,55954.32,0,0
3886,CASH_OUT,556.76,C694837960,62342.98,61786.22,M907566515,63340.08,63896.85,0,0
3887,TRANSFER,3984.91,C446456748,19698.56,15713.65,M121010809,10975.93,14960.84,0,0
3888,CASH_IN,3399.38,C698491704,87997.01,84597.63,M653269908,90428.07,93827.44,0,0
3889,PAYMENT,1366.41,C775279617,37717.81,36351.4,M481898178,87116.51,88482.92,0,0
3890,DEBIT,893.96,C536637734,17303.93,16409.97,M762511254,71681.21,72575.18,0,0
3891,CASH_OUT,2033.08,C649210900,98354.31,96321.23,M950254664,70894.35,72927.43,0,0
3892,CASH_OUT,1214.58,C257624193,80991.27,79776.69,M668807002,50442.37,51656.95,0,0
3893,DEBIT,662.66,C198216281,94381.09,93718.43,M900509263,67940.25,68602.91,0,0
3894,CASH_OUT,2488.41,C605593173,48845.09,46356.68,M858565851,1413.27,3901.68,0,0
3895,CASH_OUT,4192.25,C912546974,98872.32,94680.07,M311566754,1611.43,5803.68,0,0
3896,CASH_IN,2560.29,C579189797,66361.76,63801.47,M104038236,64347.33,66907.62,0,0
3897,DEBIT,638.78,C769255261,46275.33,45636.55,M744350928,82861.19,83499.97,0,0
3898,CASH_IN,33.08,C550603780,81196.3,81163.21,M963569370,4564.96,4598.04,0,0
3899,TRANSFER,2221.86,C267298800,76363.8,74141.94,M217979784,54922.16,57144.02,0,0
3900,PAYMENT,4683.81,C620705291,2655.28,0.0,M487945258,84683.4,89367.2,0,0
3901,TRANSFER,11076.79,C498027161,48580.0,37503.22,M876287086,72839.04,83915.82,0,0
3902,TRANSFER,5021.84,C941749911,74596.67,69574.84,M852474592,20145.92,25167.75,0,0
3903,TRANSFER,689.76,C379319772,44412.06,43722.3,M538322925,54439.59,55129.35,0,0
3904,TRANSFER,118.84,C646047131,32542.81,32423.97,M680201873,72757.02,72875.86,0,0
3905,CASH_OUT,189.06,C841286519,78315.19,78126.12,M946678640,66029.83,66218.89,0,0
3906,TRANSFER,261.84,C997283981,15451.38,15189.54,M952510031,80968.3,81230.14,0,0
3907,CASH_IN,661.09,C440008741,24597.73,23936.65,M520559794,46655.53,47316.61,0,0
3908,TRANSFER,3663.68,C488924604,62707.65,59043.97,M413474223,91622.15,95285.83,0,0
3909,DEBIT,1167.5,C613153022,58795.82,57628.32,M763035965,61423.28,62590.78,0,0
3910,TRANSFER,788.75,C628752253,55696.92,54908.17,M445606167,99022.98,99811.73,0,0
3911,CASH_OUT,1132.1,C411602801,43865.17,42733.07,M156315922,96693.0,97825.09,0,0
3912,CASH_OUT,2352.29,C176959814,4341.25,1988.97,M546326643,97842.85,100195.14,0,0
3913,CASH_OUT,5891.58,C383758597,95650.94,89759.36,M452643492,28585.47,34477.05,0,0
3914,CASH_OUT,1496.16,C384607863,70613.46,69117.3,M969777873,64439.65,65935.81,0,0
3915,TRANSFER,50.55,C128590139,50290.88,50240.32,M513080927,44251.94,44302.5,0,0
3916,PAYMENT,275.55,C580454217,20888.32,20612.77,M201392814,31905.8,32181.35,0,0
3917,CASH_IN,1871.51,C242079117,49118.55,47247.04,M103297982,86888.9,88760.41,0,0
3918,CASH_IN,712.25,C305161413,17434.97,16722.72,M725456629,8093.14,8805.39,0,0
3919,CASH_IN,2936.64,C467869004,80909.06,77972.42,M966928790,43884.09,46820.73,0,0
3920,CASH_IN,1083.87,C471047949,77700.3,76616.42,M262372725,57093.88,58177.75,0,0
3921,CASH_OUT,5803.07,C450068507,35409.77,29606.7,M188199741,28410.06,34213.13,0,0
3922,CASH_OUT,5.54,C918378103,44148.61,44143.06,M998947530,73269.21,73274.75,0,0
3923,CASH_OUT,424.03,C167731304,62649.89,62225.86,M952719849,93337.78,93761.82,0,0
3924,TRANSFER,190.16,C113799055,3670.49,3480.33,M961174503,58393.83,58583.99,0,0
3925,TRANSFER,1975.47,C897684433,23061.36,21085.9,M589463170,54365.2,56340.67,0,0
3926,CASH_IN,387.08,C629838200,48214.99,47827.91,M944473319,25846.09,26233.17,0,0
3927,DEBIT,1169.66,C725035133,34271.31,33101.65,M600345107,51731.95,52901.61,0,0
3928,PAYMENT,5803.38,C903600591,38937.25,33133.87,M924876403,35312.8,41116.17,0,0
3929,CASH_OUT,307495.02,C695214300,25644.46,0.0,M286487421,33033.14,340528.16,1,1
3930,DEBIT,366.36,C684608835,22197.37,21831.01,M117218713,7571.07,7937.43,0,0
3931,DEBIT,140.47,C365918035,94360.33,94219.86,M745948176,60026.87,60167.34,0,0
3932,TRANSFER,1613.96,C891854851,27249.92,25635.96,M982448005,47039.04,48653.0,0,0
3933,PAYMENT,5519.25,C437087526,47066.01,41546.76,M298852300,77160.72,82679.96,0,0
3934,TRANSFER,2487.47,C693626668,34148.67,31661.2,M477988183,89575.02,92062.49,0,0
3935,TRANSFER,1604.23,C362609505,55261.0,53656.78,M425024316,74390.24,75994.47,0,0
3936,DEBIT,6873.63,C903616306,42990.74,36117.11,M562301495,30522.58,37396.21,0,0
3937,PAYMENT,436.26,C798300410,29292.24,28855.98,M773330052,10600.18,11036.44,0,0
3938,CASH_IN,3251.1,C375553133,84934.11,81683.01,M686067512,82092.93,85344.03,0,0
3939,TRANSFER,1795.16,C944036469,2685.77,890.61,M160533346,9016.87,10812.03,0,0
3940,TRANSFER,2668.28,C336580985,77209.28,74541.0,M856318791,8427.62,11095.9,0,0
3941,CASH_IN,493.28,C592204850,67892.74,67399.46,M978310263,6996.23,7489.51,0,0
3942,DEBIT,1051.22,C471553319,47726.86,46675.63,M787772843,28023.04,29074.27,0,0
3943,CASH_OUT,8396.63,C743950636,82862.4,74465.77,M434271454,29196.49,37593.12,0,0
3944,TRANSFER,608.78,C240432297,75019.74,74410.96,M843082890,80932.55,81541.33,0,0
3945,PAYMENT,42.76,C484159412,74954.01,74911.25,M134366074,2350.13,2392.89,0,0
3946,CASH_OUT,341873.34,C487834137,79765.94,0.0,M763870079,64661.14,406534.49,1,1
3947,PAYMENT,845.03,C404850833,45092.12,44247.1,M102161155,30045.73,30890.76,0,0
3948,TRANSFER,272.31,C107545552,92828.61,92556.3,M164136974,34391.3,34663.61,0,0
3949,CASH_IN,210714.85,C422226886,97290.93,0.0,M961122699,41389.37,252104.22,1,1
3950,CASH_OUT,2670.69,C194708839,66811.88,64141.19,M801396152,44086.21,46756.91,0,0
3951,DEBIT,2199.34,C382424735,85963.67,83764.33,M110857709,53086.66,55286.0,0,0
3952,PAYMENT,313.81,C622220968,18113.81,17800.0,M841372745,42489.34,42803.15,0,0
3953,PAYMENT,13.28,C585146230,64958.28,64945.0,M531425786,58468.45,58481.73,0,0
3954,CASH_IN,188.73,C900185593,49088.53,48899.81,M417845329,47428.71,47617.43,0,0
3955,TRANSFER,1643.62,C865349945,58212.91,56569.28,M104820882,7163.45,8807.07,0,0
3956,PAYMENT,3093.64,C415050445,86263.36,83169.72,M808577064,84825.68,87919.32,0,0
3957,TRANSFER,1533.99,C210034355,9661.37,8127.38,M810656204,29022.42,30556.41,0,0
3958,DEBIT,927.79,C673069356,70634.38,69706.59,M315066072,32167.15,33094.94,0,0
3959,TRANSFER,373.58,C115658153,20367.77,19994.19,M795676966,62315.32,62688.9,0,0
3960,CASH_IN,618.13,C306711059,57763.61,57145.48,M850727568,72491.07,73109.21,0,0
3961,CASH_IN,1466.39,C200027153,16113.6,14647.21,M370716252,67156.84,68623.23,0,0
3962,CASH_OUT,574.56,C646270121,56494.62,55920.06,M233771025,77679.38,78253.94,0,0
3963,CASH_OUT,90.73,C710781728,83899.83,83809.1,M737254133,59508.64,59599.37,0,0
3964,TRANSFER,6037.42,C606229250,58235.64,52198.22,M700824506,34979.03,41016.45,0,0
3965,DEBIT,466.49,C791038843,10923.19,10456.7,M527461743,47923.27,48389.76,0,0
3966,PAYMENT,3380.1,C563843445,41186.32,37806.22,M363867628,99761.01,103141.11,0,0
3967,TRANSFER,11181.48,C493859499,73511.13,62329.65,M292972035,20493.12,31674.6,0,0
3968,PAYMENT,3083.46,C698126320,21432.85,18349.4,M362089783,54789.33,57872.79,0,0
3969,PAYMENT,821.93,C180496600,36300.88,35478.95,M798849751,18563.91,19385.85,0,0
3970,DEBIT,2471.49,C302589598,33878.61,31407.12,M598123920,47196.42,49667.92,0,0
3971,TRANSFER,104.63,C348980515,45192.92,45088.29,M212163373,43913.23,44017.87,0,0
3972,PAYMENT,21.47,C670077731,29718.21,29696.74,M257671098,18211.72,18233.19,0,0
3973,CASH_OUT,278.97,C466930667,31442.59,31163.63,M307270339,90577.91,90856.88,0,0
3974,DEBIT,87.73,C925397289,12075.24,11987.51,M325024417,76092.84,76180.57,0,0
3975,DEBIT,1732.01,C424799539,79004.58,77272.56,M786280047,24581.64,26313.66,0,0
3976,CASH_OUT,2653.55,C998175821,71875.75,69222.19,M795163827,68497.8,71151.35,0,0
3977,CASH_OUT,5297.59,C467637991,16668.59,11371.0,M340013746,86400.46,91698.05,0,0
3978,DEBIT,3340.75,C617358345,30291.49,26950.73,M380884978,32887.7,36228.45,0,0
3979,TRANSFER,360.49,C597591094,49169.59,48809.1,M414900048,11137.74,11498.23,0,0
3980,TRANSFER,1331.97,C980579470,33904.54,32572.57,M161446318,25569.32,26901.29,0,0
3981,CASH_IN,965.69,C241555411,63106.44,62140.75,M367414301,2377.97,3343.66,0,0
3982,PAYMENT,752.89,C424981019,66019.55,65266.66,M453800692,56234.72,56987.61,0,0
3983,CASH_IN,1146.62,C989521912,83443.6,82296.98,M957273987,24288.21,25434.83,0,0
3984,CASH_OUT,55130.99,C330127394,38331.03,0.0,M599407502,85980.58,141111.56,1,0
3985,CASH_IN,4744.71,C741046785,65337.0,60592.29,M379570615,62260.36,67005.07,0,0
3986,PAYMENT,2987.88,C425442579,2299.75,0.0,M662237698,56312.95,59300.83,0,0
3987,CASH_OUT,1517.1,C775699618,67272.26,65755.15,M452604360,7915.31,9432.41,0,0
3988,DEBIT,3074.88,C735566501,93169.64,90094.76,M567918707,63076.11,66150.99,0,0
3989,PAYMENT,3237.74,C860782684,23598.02,20360.28,M534289115,6938.17,10175.91,0,0
3990,TRANSFER,2482.51,C533811133,76091.39,73608.88,M944622654,44794.82,47277.33,0,0
3991,DEBIT,2329.55,C719050440,86073.49,83743.94,M748553755,92107.2,94436.75,0,0
3992,TRANSFER,649.3,C921786805,31469.4,30820.1,M796855569,38565.23,39214.54,0,0
3993,PAYMENT,304.92,C488514333,83940.09,83635.17,M687477221,12589.52,12894.44,0,0
3994,TRANSFER,4246.43,C911496460,88906.08,84659.64,M391327002,31061.47,35307.9,0,0
3995,TRANSFER,410.04,C795700485,97006.79,96596.75,M148654556,37574.47,37984.52,0,0
3996,CASH_OUT,72.07,C969080674,30313.29,30241.21,M432938601,84496.22,84568.29,0,0
3997,CASH_IN,1748.62,C888926510,49464.84,47716.21,M329694493,98816.01,100564.64,0,0
3998,PAYMENT,454.51,C325321957,85896.15,85441.64,M541268672,43498.74,43953.26,0,0
3999,CASH_IN,76.01,C248792295,49882.04,49806.03,M368984640,73095.36,73171.37,0,0
4000,CASH_IN,2541.12,C419876655,31180.41,28639.29,M416943112,9960.34,12501.46,0,0
4001,PAYMENT,1022.02,C339915087,7245.74,6223.71,M149005287,59400.68,60422.7,0,0
4002,PAYMENT,1785.76,C132595988,3625.85,1840.09,M648493487,26479.1,28264.86,0,0
4003,CASH_OUT,5187.46,C753683694,2353.35,0.0,M606123663,85561.31,90748.77,0,0
4004,DEBIT,113.96,C808285391,14689.9,14575.94,M892030032,37662.44,37776.4,0,0
4005,CASH_IN,996.95,C467804797,65021.75,64024.8,M657359640,96511.62,97508.57,0,0
4006,DEBIT,4350.34,C945193965,47493.32,43142.98,M385253674,18061.36,22411.71,0,0
4007,CASH_IN,491.77,C734880026,40280.47,39788.7,M998698902,64957.47,65449.24,0,0
4008,CASH_IN,406.11,C806831466,45523.86,45117.75,M281127722,22804.75,23210.86,0,0
4009,CASH_OUT,70.24,C967442796,70780.12,70709.88,M272671340,53706.92,53777.16,0,0
4010,CASH_OUT,290.55,C738110789,95272.56,94982.01,M817242867,6786.31,7076.87,0,0
4011,DEBIT,209.46,C241857295,71159.94,70950.48,M199976634,53649.71,53859.17,0,0
4012,CASH_IN,724.59,C725214468,13062.88,12338.29,M577635469,59562.86,60287.46,0,0
4013,DEBIT,1.2,C855564048,50498.84,50497.64,M815857250,19064.8,19066.0,0,0
4014,DEBIT,2540.34,C645656066,7964.97,5424.63,M963003357,72955.73,75496.07,0,0
4015,TRANSFER,449.38,C289881026,57340.4,56891.02,M224904151,16245.24,16694.62,0,0
4016,DEBIT,3103.39,C241192034,25856.19,22752.8,M919743722,61617.8,64721.19,0,0
4017,DEBIT,2387.13,C433654507,31564.25,29177.13,M471375819,37637.35,40024.47,0,0
4018,DEBIT,1892.89,C543660991,75124.94,73232.05,M497481547,94341.37,96234.26,0,0
4019,PAYMENT,8106.97,C319906648,72858.33,64751.36,M341300024,70000.32,78107.29,0,0
4020,PAYMENT,3654.08,C174232912,82996.19,79342.11,M382811405,33462.76,37116.84,0,0
4021,CASH_OUT,1921.45,C246665733,58315.87,56394.42,M456794955,71205.52,73126.96,0,0
4022,CASH_IN,937.53,C551137581,98345.75,97408.23,M166374798,82208.0,83145.53,0,0
4023,CASH_IN,912.99,C577821582,12992.1,12079.11,M580861926,10728.62,11641.61,0,0
4024,CASH_IN,155.81,C681739594,43131.81,42976.0,M278367142,77305.01,77460.81,0,0
4025,CASH_OUT,455.4,C864687336,61391.64,60936.25,M188992485,23741.17,24196.57,0,0
4026,DEBIT,932.62,C570113374,56629.35,55696.73,M365136342,90436.27,91368.89,0,0
4027,DEBIT,320.91,C569193560,26784.79,26463.88,M216047651,7138.44,7459.35,0,0
4028,PAYMENT,575.86,C108334905,54952.07,54376.21,M323567963,54610.34,55186.2,0,0
4029,DEBIT,636.63,C721724543,97568.84,96932.21,M954809913,19547.81,20184.44,0,0
4030,CASH_IN,285.17,C683744561,8287.79,8002.61,M329948649,22189.92,22475.09,0,0
4031,CASH_OUT,299.61,C509895629,90237.64,89938.03,M821001309,80656.87,80956.48,0,0
4032,TRANSFER,5829.42,C353738889,18493.99,12664.57,M580935813,38389.53,44218.94,0,0
4033,TRANSFER,3466.79,C791971207,7191.68,3724.89,M975221870,34802.62,38269.41,0,0
4034,CASH_OUT,2290.76,C554080328,69412.96,67122.2,M224014130,67753.92,70044.68,0,0
4035,TRANSFER,1437.96,C176233576,94519.83,93081.88,M534216101,6151.95,7589.91,0,0
4036,CASH_OUT,2170.3,C816734904,59379.12,57208.82,M538138302,54773.15,56943.46,0,0
4037,CASH_IN,186.67,C722925169,33798.36,33611.68,M452337412,93223.63,93410.3,0,0
4038,CASH_IN,52.73,C549325562,38322.8,38270.06,M511772208,11573.34,11626.08,0,0
4039,TRANSFER,1674.92,C980172037,90015.41,88340.49,M567789818,827.66,2502.58,0,0
4040,CASH_OUT,16.68,C298132691,21380.86,21364.18,M691928177,35406.27,35422.94,0,0
4041,CASH_OUT,528.43,C799641827,47009.24,46480.81,M532631694,2375.33,2903.76,0,0
4042,CASH_OUT,2795.92,C766082975,60271.82,57475.9,M391371498,26808.79,29604.71,0,0
4043,DEBIT,7006.8,C726246414,4279.15,0.0,M762839948,71954.54,78961.34,0,0
4044,CASH_OUT,154.02,C805211894,59316.83,59162.81,M273712925,75593.69,75747.72,0,0
4045,DEBIT,3578.34,C748846504,42744.63,39166.29,M383249949,74064.33,77642.67,0,0
4046,CASH_IN,1019.53,C166523052,93952.69,92933.16,M685732564,19816.51,20836.04,0,0
4047,CASH_IN,2208.95,C505648755,31136.64,28927.69,M628743895,36973.97,39182.92,0,0
4048,DEBIT,2829.65,C377912743,52558.5,49728.84,M238417707,9823.37,12653.03,0,0
4049,CASH_OUT,156786.38,C353035404,29527.76,0.0,M789674190,86043.53,242829.91,1,1
4050,CASH_OUT,685.49,C933094625,6093.84,5408.34,M846188326,40846.01,41531.51,0,0
4051,TRANSFER,1529.33,C335608546,30292.19,28762.85,M383238538,33503.78,35033.12,0,0
4052,CASH_OUT,1068.44,C558545100,74797.86,73729.42,M781351089,48852.99,49921.43,0,0
4053,CASH_OUT,776.12,C349544387,83778.59,83002.47,M988178713,3325.93,4102.05,0,0
4054,DEBIT,761.31,C686966511,53223.59,52462.28,M783807143,72607.62,73368.93,0,0
4055,TRANSFER,1081.26,C718334412,49248.48,48167.22,M912044700,87992.29,89073.55,0,0
4056,PAYMENT,150.72,C335113693,32623.1,32472.38,M598425851,43931.54,44082.26,0,0
4057,DEBIT,401.41,C805308234,59407.37,59005.96,M271882626,1267.2,1668.6,0,0
4058,CASH_OUT,4301.51,C792929363,87416.11,83114.6,M926723690,58624.7,62926.21,0,0
4059,CASH_OUT,4332.09,C524918667,71241.1,66909.01,M549458328,9516.12,13848.21,0,0
4060,CASH_OUT,9062.96,C740780331,61933.29,52870.33,M301094142,55492.53,64555.49,0,0
4061,PAYMENT,1323.05,C886458697,20047.66,18724.6,M730715434,40989.07,42312.12,0,0
4062,TRANSFER,1633.7,C619030659,77333.84,75700.13,M952195855,73773.47,75407.17,0,0
4063,PAYMENT,553.66,C594798011,80844.61,80290.95,M763685245,51541.75,52095.41,0,0
4064,CASH_OUT,1377.94,C512229060,34074.74,32696.8,M944512317,62956.93,64334.87,0,0
4065,CASH_IN,1685.06,C282802001,12451.29,10766.23,M572514010,79385.97,81071.04,0,0
4066,CASH_IN,547.82,C254544193,40145.57,39597.75,M207589669,15471.32,16019.14,0,0
4067,PAYMENT,164.42,C215525988,85124.39,84959.97,M439554773,8456.72,8621.14,0,0
4068,CASH_OUT,253.63,C507466628,9527.78,9274.16,M397445801,20375.91,20629.54,0,0
4069,PAYMENT,9966.2,C252550706,57549.3,47583.09,M441290459,64999.22,74965.42,0,0
4070,TRANSFER,1407.93,C257296565,45158.11,43750.18,M183048701,31777.24,33185.17,0,0
4071,PAYMENT,3011.49,C183757188,40390.76,37379.28,M229003918,36078.17,39089.65,0,0
4072,CASH_OUT,1220.65,C464086115,47372.03,46151.38,M682403552,41094.29,42314.95,0,0
4073,TRANSFER,2215.74,C969431422,98156.02,95940.28,M895092594,59738.29,61954.04,0,0
4074,CASH_OUT,619.77,C275196050,25430.88,24811.1,M876974645,41664.44,42284.21,0,0
4075,TRANSFER,4563.13,C862973724,67802.7,63239.57,M433662564,10665.93,15229.06,0,0
4076,DEBIT,1725.22,C335211111,7428.89,5703.68,M802800188,88772.76,90497.97,0,0
4077,TRANSFER,2304.9,C346117215,60216.54,57911.65,M233439016,98707.98,101012.88,0,0
4078,PAYMENT,4847.15,C710265825,20938.13,16090.98,M457320953,20914.91,25762.06,0,0
4079,TRANSFER,37.05,C607264529,93240.4,93203.35,M276150916,86955.78,86992.83,0,0
4080,PAYMENT,44195.77,C248751228,49729.68,5533.91,M108973637,56849.96,101045.73,1,0
4081,CASH_OUT,4026.9,C799208281,16374.77,12347.88,M374019048,78071.02,82097.92,0,0
4082,TRANSFER,1053.46,C865649653,13721.69,12668.24,M713790074,85492.3,86545.75,0,0
4083,PAYMENT,464.52,C599999753,28783.43,28318.91,M953431053,18375.42,18839.95,0,0
4084,CASH_IN,1116.03,C361811061,88811.32,87695.29,M327637942,59180.66,60296.69,0,0
4085,CASH_OUT,3650.63,C238064271,65288.31,61637.68,M960565891,48334.03,51984.66,0,0
4086,CASH_OUT,188.05,C542325838,82858.74,82670.69,M765014528,83439.54,83627.59,0,0
4087,TRANSFER,1041.68,C431472028,92116.48,91074.8,M348680108,1990.91,3032.59,0,0
4088,DEBIT,3261.21,C177788923,4708.28,1447.07,M211395005,9756.49,13017.71,0,0
4089,PAYMENT,914.4,C955494526,14802.21,13887.82,M914415582,68970.12,69884.52,0,0
4090,PAYMENT,603.68,C160557648,63845.42,63241.74,M128316479,5038.28,5641.96,0,0
4091,CASH_IN,866.23,C114164118,68137.79,67271.56,M358783796,91765.56,92631.79,0,0
4092,DEBIT,2723.29,C127816145,27533.12,24809.84,M130786843,84041.18,86764.46,0,0
4093,CASH_IN,1345.77,C393450783,15569.41,14223.64,M765466955,43013.36,44359.13,0,0
4094,DEBIT,1177.31,C997872497,60093.83,58916.52,M700035142,19019.16,20196.47,0,0
4095,DEBIT,1882.73,C150373240,8855.75,6973.02,M770682686,82725.11,84607.84,0,0
4096,TRANSFER,1220.11,C903726255,64142.75,62922.65,M374342783,48696.6,49916.71,0,0
4097,DEBIT,1561.5,C272621536,45308.08,43746.58,M993246687,23552.54,25114.04,0,0
4098,TRANSFER,70.96,C841339360,65298.31,65227.35,M825985800,11219.98,11290.94,0,0
4099,PAYMENT,136.25,C919243666,11226.1,11089.84,M516622049,99018.36,99154.61,0,0
4100,CASH_IN,4729.74,C440619524,48778.57,44048.83,M227128447,3079.63,7809.37,0,0
4101,TRANSFER,908.37,C710908218,42797.51,41889.14,M554521188,45651.42,46559.79,0,0
4102,DEBIT,1755.76,C267742995,50809.56,49053.8,M739608680,8627.91,10383.67,0,0
4103,PAYMENT,857.58,C463353334,36435.48,35577.89,M898725323,25085.67,25943.25,0,0
4104,CASH_IN,1363.79,C123521510,34116.93,32753.14,M345981544,70446.66,71810.45,0,0
4105,DEBIT,2800.45,C217008007,58703.72,55903.27,M314560375,92377.33,95177.79,0,0
4106,CASH_OUT,3332.84,C587530446,89527.18,86194.34,M792338496,61179.72,64512.57,0,0
4107,CASH_OUT,10713.29,C953510198,62649.94,51936.65,M425886847,85447.61,96160.9,0,0
4108,CASH_OUT,957.03,C558717590,70715.83,69758.8,M235388231,67009.62,67966.65,0,0
4109,TRANSFER,1730.42,C712562020,37711.64,35981.22,M329467230,72246.96,73977.38,0,0
4110,CASH_OUT,228.27,C414512139,55938.19,55709.92,M694132373,57637.24,57865.51,0,0
4111,TRANSFER,3269.65,C775288583,5850.63,2580.98,M790947300,60995.0,64264.64,0,0
4112,TRANSFER,5230.27,C196049481,76319.69,71089.42,M373796667,58.62,5288.89,0,0
4113,DEBIT,723.0,C929466915,43783.19,43060.19,M219259528,19171.81,19894.82,0,0
4114,PAYMENT,124.8,C859283757,35427.19,35302.39,M599873565,81574.0,81698.8,0,0
4115,DEBIT,3339.77,C517601747,49200.16,45860.39,M157354167,28860.3,32200.07,0,0
4116,PAYMENT,18374.26,C440557967,52602.0,34227.74,M639571406,1069.42,19443.68,0,0
4117,PAYMENT,2546.37,C572134674,8248.87,5702.5,M233187970,80577.74,83124.12,0,0
4118,TRANSFER,3124.32,C307805808,4033.23,908.91,M178437757,2778.47,5902.78,0,0
4119,DEBIT,2471.29,C942508266,30183.21,27711.93,M447499280,46941.02,49412.3,0,0
4120,CASH_OUT,2653.57,C878422015,97590.31,94936.74,M998847947,40263.94,42917.5,0,0
4121,PAYMENT,1799.06,C274186376,71513.45,69714.39,M416016453,84333.45,86132.51,0,0
4122,CASH_OUT,349.19,C924202071,30524.59,30175.4,M360711827,37782.1,38131.29,0,0
4123,CASH_IN,1003.41,C833571353,9475.73,8472.32,M887399445,3817.03,4820.45,0,0
4124,CASH_IN,2240.66,C918817269,2134.04,0.0,M511393262,32659.3,34899.97,0,0
4125,PAYMENT,1162.54,C902151877,11012.95,9850.41,M444905640,22000.64,23163.18,0,0
4126,CASH_IN,4050.23,C936615884,60027.44,55977.2,M147856584,31224.85,35275.09,0,0
4127,TRANSFER,4185.87,C915090428,1616.98,0.0,M448343662,66117.24,70303.11,0,0
4128,CASH_OUT,5354.53,C131411101,73978.49,68623.96,M648337833,30583.03,35937.56,0,0
4129,TRANSFER,117.64,C265197512,68278.66,68161.03,M102964772,22778.66,22896.29,0,0
4130,PAYMENT,2598.59,C549594691,35525.0,32926.41,M465970548,78299.54,80898.13,0,0
4131,PAYMENT,804.77,C247319857,94983.92,94179.15,M518272174,81020.56,81825.33,0,0
4132,DEBIT,3758.32,C560436545,85433.58,81675.26,M728903143,39436.79,43195.11,0,0
4133,TRANSFER,2.82,C115747446,90928.99,90926.16,M833427053,36780.3,36783.12,0,0
4134,DEBIT,976.92,C895991879,8307.74,7330.82,M692426203,26243.25,27220.18,0,0
4135,CASH_IN,4081.3,C516628430,23382.85,19301.54,M692753039,25460.49,29541.79,0,0
4136,PAYMENT,539.16,C890036711,25877.35,25338.19,M522768331,72040.86,72580.02,0,0
4137,TRANSFER,1915.67,C457768079,86365.57,84449.9,M741261676,54868.49,56784.16,0,0
4138,PAYMENT,9598.61,C432185796,25665.7,16067.09,M250665141,25437.31,35035.92,0,0
4139,TRANSFER,568.77,C270610327,38263.24,37694.46,M183846526,4501.18,5069.95,0,0
4140,CASH_IN,1823.24,C584625783,18888.16,17064.93,M469655563,25115.31,26938.55,0,0
4141,CASH_IN,1.51,C156194431,82261.66,82260.15,M477769464,6584.63,6586.14,0,0
4142,PAYMENT,965.92,C613813604,52603.73,51637.8,M244186890,77102.77,78068.7,0,0
4143,CASH_OUT,1069.0,C973572414,50480.04,49411.05,M227952881,69421.32,70490.31,0,0
4144,TRANSFER,2268.98,C895573213,37806.38,35537.4,M926358328,23935.77,26204.75,0,0
4145,PAYMENT,9089.98,C856434130,27289.01,18199.03,M815673190,29325.01,38414.99,0,0
4146,TRANSFER,609.18,C375329592,79118.7,78509.52,M291601341,58854.76,59463.94,0,0
4147,DEBIT,1924.44,C553402025,89315.79,87391.35,M267975446,50291.61,52216.05,0,0
4148,CASH_OUT,2722.73,C260279114,23918.91,21196.18,M425703230,18823.72,21546.45,0,0
4149,DEBIT,1675.5,C478716399,86561.24,84885.74,M318163651,15930.0,17605.5,0,0
4150,CASH_OUT,1990.9,C290919079,57003.32,55012.42,M845821837,18702.13,20693.03,0,0
4151,DEBIT,462.22,C557259798,67977.27,67515.04,M650988003,4859.22,5321.44,0,0
4152,CASH_IN,377116.65,C605329524,26520.03,0.0,M421549486,12192.05,389308.7,1,1
4153,TRANSFER,1505.67,C941779195,55030.51,53524.84,M620060521,93843.09,95348.76,0,0
4154,TRANSFER,3343.13,C366835830,41032.06,37688.93,M518058170,34029.64,37372.77,0,0
4155,CASH_OUT,1814.32,C258792225,83945.09,82130.77,M880291900,89648.13,91462.45,0,0
4156,CASH_OUT,1623.27,C382536085,92012.51,90389.24,M866214276,64672.53,66295.8,0,0
4157,CASH_OUT,1632.18,C549918024,7982.62,6350.44,M269403451,71988.35,73620.53,0,0
4158,PAYMENT,277.36,C295461111,94933.24,94655.88,M917267620,7302.31,7579.67,0,0
4159,PAYMENT,41.77,C106107064,59742.51,59700.73,M750860499,93412.08,93453.85,0,0
4160,CASH_OUT,1154.87,C537504075,86348.18,85193.32,M267089741,79272.41,80427.28,0,0
4161,DEBIT,4401.49,C591999218,25494.96,21093.47,M141098103,44463.19,48864.69,0,0
